RIn1[nm]	E[eV/atom]
0.07501292	84.08389874241433
0.08294584	79.2586037356393
0.09087876	75.13570106041092
0.09881168000000001	71.55092122606085
0.10674460000000001	68.38873057970525
0.11467752	65.56544380248275
0.12261044	63.01890135429565
0.13054336000000002	60.701917548375434
0.13847628	58.5779857407533
0.14640920000000002	56.618383382352164
0.15434212	54.80017237108847
0.16227504	53.10478764316868
0.17020796	51.51702157741874
0.17814088	50.02428045414476
0.18607379999999998	48.61603150892227
0.19400672	47.28338583637392
0.20193964000000003	46.01877965416888
0.20987255999999999	44.81572781128604
0.21780548000000002	43.6686310613519
0.2257384	42.57262383668376
0.23367132000000002	41.52345287521055
0.24160424	40.517379596608954
0.24953716	39.55110093754969
0.25747008	38.621684664649585
0.265403	37.726516138949194
0.27333591999999995	36.86325421043262
0.28126884	36.02979444619227
0.28920176000000003	35.22423829078137
0.29713468	34.44486705697699
0.3050676	33.690119874470454
0.31300052	32.95857490082225
0.32093344	32.24893323639397
0.32886635999999997	31.560005092445422
0.33679928000000003	30.890697846240204
0.34473220000000004	30.240005684101035
0.35266511999999994	29.607000586862473
0.36059803999999995	28.990824455084493
0.36853096	28.390682205997557
0.37646388	27.8058357022055
0.3843968	27.23559839503158
0.39232972000000005	26.679330584106253
0.40026264	26.136435210184267
0.40819555999999996	25.606354110892603
0.41612847999999997	25.08856467965532
0.4240614	24.582576876824913
0.43199432	24.087930549393658
0.43992724	23.60419302182187
0.44786016	23.130956925710663
0.45579308	22.667838240435948
0.463726	22.214474520578968
0.4716589199999999	21.77052328915628
0.47959184000000005	21.335660578351714
0.48752476	20.90957960176638
0.49545767999999996	20.491989544185913
0.5033906	20.08261445657426
0.51132352	19.68119224547636
0.5192564399999999	19.28747374728961
0.52718936	18.901221878969405
0.5351222800000001	18.522210857698425
0.5430552	18.15022548288671
0.55098812	17.78506047460494
0.5589210400000001	17.426519863193334
0.56685396	17.074416425353395
0.5747868800000001	16.72857116252414
0.5827198000000001	16.388812817782092
0.59065272	16.054977427888474
0.5985856400000001	15.726907907448805
0.60651856	15.404453662451942
0.61445148	15.087470230723518
0.6223844000000002	14.775818947067535
0.63031732	14.469366631082327
0.63825024	14.167985295826234
0.6461831600000001	13.871551875678492
0.65411608	13.579947971891666
0.662049	13.293059614468419
0.6699819200000001	13.010777039117631
0.67791484	12.732994478153831
0.68584776	12.459609964303588
0.69378068	12.19052514647105
0.7017136	11.925645116595735
0.7096465200000001	11.664878246807266
0.7175794400000001	11.408136036149436
0.7255123600000001	11.155332966203662
0.7334452800000001	10.90638636499726
0.7413782000000001	10.661216278630754
0.74931112	10.419745350102911
0.75724404	10.181898704853314
0.76517696	9.947603842579397
0.77310988	9.716790534917681
0.7810428	9.489390728611902
0.78897572	9.265338453816952
0.7969086400000001	9.044569737214427
0.80484156	8.827022519639645
0.8127744800000001	8.612636577940577
0.8207074000000001	8.401353450810348
0.82864032	8.193116368352516
0.8365732400000001	7.987870185155366
0.8445061600000001	7.7855613166672555
0.85243908	7.5861376786789165
0.8603720000000001	7.389548629732438
0.86830492	7.19574491628779
0.8762378399999999	7.004678620490402
0.8841707600000001	6.816303110392241
0.89210368	6.630572992489682
0.9000366	6.447444066449307
0.9079695200000001	6.266873281901976
0.91590244	6.088818697192433
0.92383536	5.913239439978938
0.93176828	5.740095669584569
0.9397011999999999	5.569348541006981
0.9476341199999999	5.400960170499932
0.9555670400000001	5.234893602644867
0.96349996	5.071112778835442
0.97143288	4.909582507103206
0.9793658	4.750268433216192
0.98729872	4.593137012986741
0.99523164	4.438155485727869
1.0031645599999999	4.28529184880216
1.0110974799999999	4.134514833208854
1.0190304	3.9857938801593207
1.02696332	3.8390991185929373
1.03489624	3.6944013435887015
1.04282916	3.5516719956296043
1.05076208	3.41088314068012
1.058695	3.2720074510388066
1.06662792	3.1350181869296705
1.07456084	2.999889178798984
1.08249376	2.8665948102847025
1.09042668	2.735110001828584
1.0983596	2.6054101949019284
1.10629252	2.4774713368173167
1.11422544	2.3512698661009424
1.12215836	2.2267826984002816
1.13009128	2.103987212904304
1.1380242	1.9828612392537863
1.14595712	1.8633830449201696
1.15389004	1.7455313230342675
1.16182296	1.6292851806440147
1.1697558799999999	1.5146241273846677
1.1776888	1.4015280645433528
1.1856217199999999	1.2899772745019256
1.19355464	1.1799524105424624
1.20148756	1.071434487000456
1.20942048	0.9644048697516787
1.2173533999999997	0.8588452670191806
1.22528632	0.7547377204874479
1.23321924	0.6520645967118206
1.24115216	0.5508085788108481
1.24908508	0.4509526584311949
1.2570179999999997	0.3524801279737595
1.2649509199999998	0.2553745730712329
1.27288384	0.1596198653073948
1.28081676	0.06520015516846556
1.28874968	-0.027900134781706498
1.2966826	-0.11969631651180279
1.3046155199999998	-0.21020344292592696
1.3125484399999998	-0.2994363140677869
1.32048136	-0.38740948313263246
1.32841428	-0.4741372622950841
1.3363472	-0.5596337283586372
1.3442801199999999	-0.6439127282342305
1.3522130399999999	-0.7269878842534894
1.3601459599999999	-0.8088725993228074
1.36807888	-0.8895800619241108
1.3760118000000001	-0.9691232509676837
1.38394472	-1.0475149405022819
1.39187764	-1.124767704287553
1.39981056	-1.2008939202337423
1.40774348	-1.275905774713138
1.4156764000000002	-1.349815266747953
1.4236093200000002	-1.4226342120785063
1.4315422399999997	-1.4943742471164079
1.4394751599999998	-1.5650468327859848
1.4474080799999998	-1.6346632582583958
1.4553409999999998	-1.7032346445815243
1.46327392	-1.7707719482095463
1.47120684	-1.8372859644354023
1.4791397599999998	-1.9027873307291614
1.4870726799999998	-1.9672865299857492
1.4950055999999998	-2.030793893684926
1.5029385199999998	-2.093319604966158
1.51087144	-2.154873701621515
