RIn1[nm]	E[eV/atom]
0.07101292000000001	28.841168673992392
0.07494584	27.90198941014074
0.07887875999999999	27.02807475381371
0.08281168000000001	26.21113997141481
0.0867446	25.444354510097135
0.09067752000000001	24.722028630940116
0.09461044	24.039378344235462
0.09854336000000001	23.392346693709428
0.10247628	22.777466197673398
0.1064092	22.191751762468186
0.11034212000000002	21.632616441412566
0.11427504000000001	21.09780452042113
0.11820796000000001	20.585337886163494
0.12214088	20.093472678464586
0.1260738	19.620663979739653
0.13000672000000002	19.165536840045032
0.13393964	18.726862337290438
0.13787255999999998	18.303537669760747
0.14180548000000004	17.89456950110938
0.14573840000000002	17.499059946622033
0.14967132000000002	17.116194718153835
0.15360424	16.745233044009744
0.15753716	16.385499056620567
0.16147008000000002	16.03637440061576
0.16540300000000002	15.697291860829198
0.16933592000000003	15.367729846880106
0.17326884	15.047207600490989
0.17720176	14.735281015323318
0.18113468000000005	14.431538978117693
0.18506760000000003	14.135600155300203
0.18900052	13.84711016171672
0.19293344000000004	13.565739058371314
0.19686636000000005	13.2911791344286
0.20079928000000002	13.02314293565325
0.20473220000000006	12.761361507183679
0.20866511999999998	12.505582823297901
0.21259804000000002	12.255570380801728
0.21653096000000002	12.011101935999859
0.22046388	11.77196836801012
0.22439680000000004	11.53797265354441
0.22832972	11.308928940281207
0.23226264000000005	11.084661707654492
0.23619556	10.865005005333124
0.24012848000000003	10.649801760903504
0.2440614	10.43890314932978
0.24799432	10.232168017679562
0.25192724000000005	10.029462359389822
0.25586016	9.830658833028174
0.25979308000000007	9.635636321094433
0.26372600000000007	9.444279524919498
0.26765892	9.256478592164665
0.27159184000000003	9.072128773813958
0.27552476	8.891130107892486
0.27945768000000004	8.713387127442477
0.28339060000000005	8.538808590551138
0.28732352	8.36730723045507
0.29125644000000006	8.198799523950099
0.29518936	8.033205476515068
0.29912228	7.870448422717759
0.3030552	7.710454840612442
0.30698812	7.55315417896421
0.31092104000000004	7.398478696247011
0.31485396	7.246363310462373
0.31878688000000005	7.096745458914228
0.32271980000000006	6.949564967155801
0.32665272	6.804763926394926
0.33058564000000007	6.662286578709047
0.33451856	6.522079209478111
0.33845148	6.3840900464956825
0.3423844000000001	6.248269165265004
0.34631732	6.114568400029071
0.35025024	5.982941260121553
0.35418316000000005	5.853342851260106
0.35811608	5.725729801434362
0.362049	5.600060191069602
0.36598192	5.476293487172443
0.36991484	5.354390481188197
0.37384776000000003	5.234313230321122
0.37778068000000004	5.116025002087671
0.38171360000000004	4.999490221890692
0.38564652000000005	4.884674423418788
0.38957944000000005	4.771544201689387
0.39351236000000006	4.660067168567878
0.39744528000000007	4.55021191060732
0.4013782000000001	4.441947949064616
0.40531111999999997	4.3352457019592485
0.40924404000000003	4.230076448050497
0.41317696000000004	4.1264122926174895
0.41710988	4.024226134934716
0.42104280000000005	3.9234916373430107
0.42497572	3.8241831958226467
0.42890864	3.7262759119819435
0.43284156000000007	3.629745566379965
0.43677448	3.5345685931079913
0.4407074	3.4407220555587763
0.44464032000000003	3.34818362331764
0.44857324000000004	3.256931550113487
0.4525061600000001	3.166944652771864
0.45643908000000005	3.078202291115911
0.46037200000000006	2.9906843487641908
0.46430492000000007	2.9043712147779868
0.46823784	2.819243766113095
0.47217076	2.735283350834248
0.4761036800000001	2.652471772052719
0.4800366000000001	2.5707912725498403
0.48396952000000004	2.4902245200518554
0.48790244000000005	2.4107545931229044
0.49183536000000005	2.332364967645482
0.49576828	2.2550395038592885
0.4997012000000001	2.178762433930668
0.5036341200000001	2.1035183500272012
0.5075670400000001	2.0292921928727274
0.5114999600000001	1.9560692407597813
0.5154328800000001	1.8838350989978139
0.5193658000000001	1.8125756897764838
0.5232987200000001	1.7422772424245814
0.5272316400000001	1.6729262840462518
0.5311645600000001	1.6045096305171516
0.5350974800000001	1.5370143778238816
0.5390304	1.4704278937313688
0.54296332	1.4047378097630983
0.54689624	1.3399320134805368
0.5508291600000002	1.275998641048151
0.5547620800000002	1.2129260700716973
0.558695	1.1507029126975166
0.5626279200000001	1.0893180089618557
0.5665608400000001	1.0287604203791165
0.5704937600000002	0.9690194237589349
0.5744266800000002	0.9100845052424251
0.5783596000000001	0.851945354548139
0.5822925200000001	0.7945918594191248
0.5862254400000001	0.738014100262605
0.5901583600000001	0.6822023449744155
0.5940912800000002	0.6271470439404112
0.5980242000000001	0.5728388252078496
0.6019571200000001	0.5192684898197033
0.6058900400000001	0.46642700730539666
0.6098229600000001	0.41430551132173044
0.6137558800000001	0.3628952954378981
0.6176888000000001	0.31218780905919985
0.62162172	0.26217465348354985
0.62555464	0.2128475780860697
0.6294875600000001	0.1641984766265221
0.6334204800000001	0.11621938367492923
0.6373534000000001	0.06890247115085657
0.6412863200000001	0.022240044972068773
0.6452192400000001	-0.023775458191687804
0.6491521600000001	-0.06915147406345312
0.6530850800000001	-0.11389531380660678
0.6570180000000001	-0.15801416697830106
0.6609509200000001	-0.2015151043926675
0.6648838400000001	-0.24440508089686652
0.6688167600000001	-0.28669093806323076
0.6727496800000001	-0.3283794068005168
0.6766826000000001	-0.369477109887244
0.68061552	-0.40999056442982607
0.6845484400000001	-0.44992618424823405
0.6884813600000002	-0.48929028219171933
0.6924142800000002	-0.5280890723870684
0.6963472000000002	-0.566328672421788
0.7002801200000001	-0.6040151054644252
0.7042130400000002	-0.6411543023242459
0.7081459600000002	-0.6777521034523364
0.7120788800000002	-0.713814260886096
0.7160118000000002	-0.7493464401391705
0.7199447200000001	-0.7843542220385533
0.7238776400000001	-0.8188431045106288
